Titles,,,,,,,,,,,,,,
Armaf Club De Nuit Intense Man Eau de Toilette Spray 105ml,"Explore your wild side with Club De Nuit Intense Man, a sophisticated masculine fragrance that is designed to captivate and tantalise. This bold scent is a perfect balance of citrus, wood and spice that will have you ready to take on the night.

Start with a fresh burst of lemon, bergamot, pineapple, apple and blackcurrant that will tantalise your senses and awaken your spirit. Then, a distinctive heart of birch, rose and jasmine will linger on your skin, creating an unforgettable signature. Finally, this intoxicating blend of ambergris, musk, vanilla and patchouli will leave a lasting impression that will have you coming back for more.

This unique, yet classic combination of notes is perfect for any man looking to make a statement. Whether you're hitting the town for a night out or just want something that will turn heads, Club De Nuit Intense Man is the perfect scent for you. So, add a little intrigue to your life and try this timeless fragrance today.

Club De Nuit Intense Man is the perfect way to take your look to the next level and make a statement. With its bold and sophisticated aroma, you'll be ready for anything the night brings. So, don't wait - add this fragrance to your basket today and be ready for anything.

Notes: Lemon, Bergamot, Pineapple, Apple, Blackcurrant, Birch, Rose, Jasmine, Ambergris, Musk, Vanilla, Patchouli.",Perfume & Cologne,"Men’s Fragrance, Men’s Perfume","Aerosol products,
AfterShave,
Men’s,
Men’s fragrance,
All Men’s perfume",Armaf,Fragrance Direct,50.915,105ml,2001,https://static.thcdn.com/images/small/webp//productimg/512/512/14602077-1355056875582237.jpg,https://static.thcdn.com/images/small/webp//productimg/512/512/14602077-9145058653225994.jpg,https://static.thcdn.com/images/small/webp//productimg/512/512/14602077-2245058517542978.jpg,https://static.thcdn.com/images/small/webp//productimg/512/512/14602077-1705058527542278.jpg,https://static.thcdn.com/images/small/webp//productimg/512/512/14602077-5765058521136642.jpg
Nautica Voyage Eau de Toilette Spray 100ml,"Nautica Voyage is a fresh and salty sea breeze, that carries romantic scents of coastal herbs and woods and awakes the man's instinct to measure his power with wild nature. This is a fragrance for an active and romantic man who lives by his own rules. The composition opens with cold, green notes of leaves and apples. There is a tender dewy mimose in the heart, which is blended with a watery note of lotus and an interesting accord of linen sail of a yacht. The composition is laid on a woody base, a combination of cedar, moss, musk and amber. The nose behind the perfume is Maurice Roucel. The fragrance was launched in 2006.",Perfume & Cologne,"Men’s Fragrance, Men’s Perfume","Aerosol products,
AfterShave,
Men’s,
Men’s fragrance,
All Men’s perfume",Nautica,Fragrance Direct,26.435,100ml,2002,https://static.thcdn.com/images/small/webp//productimg/512/512/14271282-2065107143757992.jpg,https://static.thcdn.com/images/small/webp//productimg/512/512/14271282-9575107143832398.jpg,https://static.thcdn.com/images/small/webp//productimg/512/512/14271282-2005107143877206.jpg,,
Calvin Klein CK One Eau de Toilette 200ml,"CK One embodies a universal spirit for a diverse world. It is an iconic fragrance that is unapologetically bold, yet exudes youthful, fresh simplicity. Celebrating individuality and unity, this fragrance evokes the excitement of limitless opportunity.

Bringing together refreshing notes of green tea, papaya, and bergamot. Perfectly balanced with soft accents of nutmeg, violet, cardamom, and rose. Compelling and dynamic, CK One is a dialogue between the masculine and feminine.

CK One is revolutionary, rejecting traditional gender stereotypes and harmonizing feminine floral and masculine musk into one unisex scent, appealing to men and women alike.

This fragrance carries fresh notes of green tea while embracing the sweetness of amber and musk.

Top notes: Green Tea, Bergamot, Cardamom
Heart notes: Violet, Rose, Nutmeg
Base notes: Amber, Musk

Please note: We are unable to ship fragrances over 150ml outside of the UK.",Perfume & Cologne,"Men’s Fragrance, Men’s Perfume","Aerosol products,
AfterShave,
Men’s,
Men’s fragrance,
All Men’s perfume",Calvin Klein,Fragrance Direct,56.1,200ml,2003,https://static.thcdn.com/images/small/webp//productimg/512/512/14574709-6815056861297548.jpg,https://static.thcdn.com/images/small/webp//productimg/512/512/14574709-1925058628027905.jpg,https://static.thcdn.com/images/small/webp//productimg/512/512/14574709-1475058501478335.jpg,https://static.thcdn.com/images/small/webp//productimg/512/512/14574709-4945058500208540.jpg,https://static.thcdn.com/images/small/webp//productimg/512/512/14574709-1155058515800386.jpg
Calvin Klein Obsession Night For Men Eau de Toilette 125ml,"This addition to the Obsession range is a deeper and darker companion to the original Obsession. This masculine scent opens with top notes of Cardamom, Pear, Grapefruit and Artemisia. The composition then blends into a heart of Nutmeg and Musk and Vetiver, then finally comes to a close with warming base notes of Vanilla and Patchouli. The woody notes give Calvin Klein Obsession Night for Men an amber feel.",Perfume & Cologne,"Men’s Fragrance, Men’s Perfume","Aerosol products,
AfterShave,
Men’s,
Men’s fragrance,
All Men’s perfume",Calvin Klein,Fragrance Direct,33.15,125ml,2004,https://static.thcdn.com/images/small/webp//productimg/512/512/14574939-5435056861915875.jpg,https://static.thcdn.com/images/small/webp//productimg/512/512/14574939-2655058629346402.jpg,https://static.thcdn.com/images/small/webp//productimg/512/512/14574939-1965058502002981.jpg,,
Versace Dreamer Eau de Toilette Spray 100ml,"Versace Dreamer is an exotic and luxurious perfume for men, an easy way to add style and sophistication to any occasion. This masculine Versace fragrance comes in a 100ml bottle with the iconic brand Medusa head carved out of the glass.

Enjoy notes of wild linen flowers, amber, and tobacco with every spray of this sharp, woody amber fragrance. This Versace menâ€™s scent is warm yet fresh, with a natural, sensual aroma and a robust base.

Notes: citrus, neroli, bergamot, petitgrain, hyacinth, clary sage, cedar, geranium, tonka bean, musk, amber",Perfume & Cologne,"Men’s Fragrance, Men’s Perfume","Aerosol products,
AfterShave,
Men’s,
Men’s fragrance,
All Men’s perfume",Versace,Fragrance Direct,39.1,100ml,2005,https://static.thcdn.com/images/small/webp//productimg/512/512/11429112-2155061544079841.jpg,,,,
Davidoff Cool Water Man Eau de Toilette Spray 200ml,"Cool Water, Davidoff, Eau de Toilette.

Discover the legendary marine fragrance for men, inspired by the freshness of the ocean. The strength of deep waters and pure masculinity are embodied in this iconic fragrance. The scent unfolds with aromatic notes of mint and lavender, blended with the sensuality of amber. A unique composition that delivers an immediate freshness.

Make your call with Cool Water, your ultimate blend of freshness, power and seduction.

Fragrance Family: Aromatic
Top Notes: Coriander, Mint
Heart Note: Lavender
Base Note: Amber

Please note: We are unable to ship fragrances over 150ml outside of the UK.",Perfume & Cologne,"Men’s Fragrance, Men’s Perfume","Aerosol products,
AfterShave,
Men’s,
Men’s fragrance,
All Men’s perfume",Davidoff,Fragrance Direct,57.8,200ml,2006,https://static.thcdn.com/images/small/webp//productimg/512/512/12947151-7835061541514958.jpg,https://static.thcdn.com/images/small/webp//productimg/512/512/12947151-8215058617592552.jpg,,,
HUGO BOSS BOSS In Motion Eau de Toilette 100ml,"This aromatic menâ€™s eau de toilette is a fresh, energetic, sensual fragrance. As with most amber perfumes, Hugo BOSS In Motion is spicy and distinctive, perfect for anyone wanting to stand out from the crowd.

The fragrance opens with vibrant, bright top notes of mandarin, orange, basil, violet leaf and bergamot. The scent moves seamlessly into a warm spicy heart of nutmeg, cinnamon, pink pepper and cardamom. BOSS In Motion then finishes with masculine base notes of sandalwood, vetiver and musk fragrances.

This classic menâ€™s scent is an ode to an active lifestyle and is a must-have fragrance for any Hugo BOSS fan.

Notes: Mandarin, orange, basil, violet leaf, bergamot, nutmeg, cinnamon, pink pepper, cardamom, nutmeg, sandalwood, musk, vetiver.",Perfume & Cologne,"Men’s Fragrance, Men’s Perfume","Aerosol products,
AfterShave,
Men’s,
Men’s fragrance,
All Men’s perfume",HUGO BOSS,Fragrance Direct,58.565,100ml,2007,https://static.thcdn.com/images/small/webp//productimg/512/512/12947150-1705061541480440.jpg,https://static.thcdn.com/images/small/webp//productimg/512/512/12947150-1875058617541432.jpg,https://static.thcdn.com/images/small/webp//productimg/512/512/12947150-1225058493453308.jpg,https://static.thcdn.com/images/small/webp//productimg/512/512/12947150-1065058531461061.jpg,https://static.thcdn.com/images/small/webp//productimg/512/512/12947150-1655058509354403.jpg
Issey Miyake L'Eau D'Issey Pour Homme Eau de Toilette Spray 75ml Gift Set,Xmas Giftset for men L'Eau d'Issey Pour Homme Eau de Toilette by Issey Miyake. Issey Miyake invites you to celebrate Xmas under the snow and wishes you a bright and beautiful holiday season.,Perfume & Cologne,"Men’s Fragrance, Men’s Perfume","Aerosol products,
AfterShave,
Men’s,
Men’s fragrance,
All Men’s perfume",Issey Miyake,Fragrance Direct,55.25,75ml,2008,https://static.thcdn.com/images/small/webp//productimg/512/512/14882656-2945078887236579.jpg,https://static.thcdn.com/images/small/webp//productimg/512/512/14882656-9565078887287915.jpg,https://static.thcdn.com/images/small/webp//productimg/512/512/14882656-5955078887338861.jpg,https://static.thcdn.com/images/small/webp//productimg/512/512/14882656-5025078887391805.jpg,https://static.thcdn.com/images/small/webp//productimg/512/512/14882656-1085078887448655.jpg
Police Police To Be Eau de Toilette Spray 125ml,"Police presents a new fragrance for men To Be, in a glass Skull with a Metal Police plate as a detail.
With notes of Black Pepper and Spricy notes it it is then refreshed with cold and luminous grapefruit. A new wave of violet leaves gives it a fine elegant note.
With the basenotes of Cedar, Patchouli and White Amber.",Perfume & Cologne,"Men’s Fragrance, Men’s Perfume","Aerosol products,
AfterShave,
Men’s,
Men’s fragrance,
All Men’s perfume",Police,Fragrance Direct,28.815,125ml,2009,https://static.thcdn.com/images/small/webp//productimg/512/512/14576362-1375118284010153.jpg,https://static.thcdn.com/images/small/webp//productimg/512/512/14576362-1765118283723260.jpg,https://static.thcdn.com/images/small/webp//productimg/512/512/14576362-1885118283754142.jpg,,
Versace Blue Jeans Eau de Toilette Spray 75ml,"A classic scent since 1994, you canâ€™t go wrong with a bottle of Versace Versus Blue Jeans Eau de Toilette. The masculine fragrance features a blend of woody, citrus and floral notes. Itâ€™s a timeless scent for any man keen to radiate casual cool.

An ideal option for everyday use, buy it in a portable 75ml size. Versace Blue Jeans also comes in a vintage-inspired bottle featuring denim blue glass, a fantastic fragrance for yourself or a gift.

Notes: bergamot, lemon, anise, basil, palisander, rose, lavender, geranium, sage, heliotrope, lily, vanilla, tonka bean, iris, musk, sandalwood, amber, cedar, patchouli, vetiver",Perfume & Cologne,"Men’s Fragrance, Men’s Perfume","Aerosol products,
AfterShave,
Men’s,
Men’s fragrance,
All Men’s perfume",Versace,Fragrance Direct,25.5,75ml,2010,https://static.thcdn.com/images/small/webp//productimg/512/512/11429110-7365061530639796.jpg,https://static.thcdn.com/images/small/webp//productimg/512/512/11429110-1015058484996986.jpg,https://static.thcdn.com/images/small/webp//productimg/512/512/11429110-1175058502712631.jpg,,
Carolina Herrera 212 Sexy Men Eau de Toilette 100ml,"Sensual, seductive and enigmatic, he is the personification of the cosmopolitan city. His confident, relatable style reflects the warm, sensual atmosphere of a night out in Manhattan. When he enters the room, an air of mystery follows, turning heads as he passes by.",Perfume & Cologne,"Men’s Fragrance, Men’s Perfume","Aerosol products,
AfterShave,
Men’s,
Men’s fragrance,
All Men’s perfume",Carolina Herrera,Fragrance Direct,80.07,100ml,2011,https://static.thcdn.com/images/small/webp//productimg/512/512/10952617-7915056669678170.jpg,https://static.thcdn.com/images/small/webp//productimg/512/512/10952617-1855058502208178.jpg,https://static.thcdn.com/images/small/webp//productimg/512/512/10952617-5185058492509571.jpg,https://static.thcdn.com/images/small/webp//productimg/512/512/10952617-3895058538860378.jpg,https://static.thcdn.com/images/small/webp//productimg/512/512/10952617-5655058508863054.jpg
Aramis Aramis Eau de Toilette Spray 240ml,"Aramis eau de toilette spray for men is a woody and aromatic perfume, opening with top notes of aldehydes, artemsia, gardenia and bergamot, blending with a heart of patchouli, sage, orris root and cardamom, all of which sits on top of a smooth base of leather, sandalwood, amber and musk.

Fragrance Direct customers are big fans of the Aramis collection of perfumes and toiletries, and this Aramis eau de toilette spray for men is sure to become a popular purchase for its intense and masculine aroma that makes it the perfect perfume for evening occasions.

Aramis is a branch of perfumes and toiletries that is part of Estee Lauder, one of the biggest beauty brands in the world. Aramis was founded in 1964, and specialised in producing perfumes and other grooming products for men. Today, Aramis continues to be an ever popular brand of male perfumes under the Estee Lauder umbrella.

Please note: We are unable to ship fragrances over 150ml outside of the UK.",Perfume & Cologne,"Men’s Fragrance, Men’s Perfume","Aerosol products,
AfterShave,
Men’s,
Men’s fragrance,
All Men’s perfume",Aramis,Fragrance Direct,76.5,240ml,2012,https://static.thcdn.com/images/small/webp//productimg/512/512/14583875-7975056862784810.jpg,,,,
Armaf Club De Nuit Intense Man Eau de Parfum Spray 200ml,"A sophisticated masculine fragrance with bold tones of citrus, wood and spice. Club De Nuit Intense Man invites a fresh head of lemon, bergamot, pineapple, apple and blackcurrant. The heart features distinctive elements of birch, rose and jasmine. A final accord combines ambergris, musk, vanilla and patchouli.",Perfume & Cologne,"Men’s Fragrance, Men’s Perfume","Aerosol products,
AfterShave,
Men’s,
Men’s fragrance,
All Men’s perfume",Armaf,Fragrance Direct,92.48,200ml,2013,https://static.thcdn.com/images/small/webp//productimg/512/512/14603591-7845056697060466.jpg,https://static.thcdn.com/images/small/webp//productimg/512/512/14603591-4325058638681490.jpg,,,
Lacoste L.12.12 Blanc Eau de Toilette Spray 100ml,"L.12.12 Blanc Eau de Toilette, inspired by the iconic Lacoste polo shirt, reveals a confident and agile masculinity. Reinvent the rules of the game thanks to the freshness of this crisp scent. Juicy grapefruit and spicy cardamom mix with vetiver and soft suede, culminating in a sense of cool elegance and comfort. Perfumer: Olivier Pescheux",Perfume & Cologne,"Men’s Fragrance, Men’s Perfume","Aerosol products,
AfterShave,
Men’s,
Men’s fragrance,
All Men’s perfume",Lacoste,Fragrance Direct,76.16,100ml,2014,https://static.thcdn.com/images/small/webp//productimg/512/512/15016798-1905136694956099.jpg,https://static.thcdn.com/images/small/webp//productimg/512/512/15016798-1355136694983387.jpg,https://static.thcdn.com/images/small/webp//productimg/512/512/15016798-1225136695009034.jpg,https://static.thcdn.com/images/small/webp//productimg/512/512/15016798-5505136695044860.jpg,https://static.thcdn.com/images/small/webp//productimg/512/512/15016798-1575136695075388.jpg
Calvin Klein Man Eau de Toilette 100ml,"Man Eau de Toilette captures the essence of the modern Calvin Klein man. Bursting with crisp freshness, exotic spices, and rich woods. Sexy and stylish, it embodies the simplicity of contemporary luxury and style.

A fragrance built on rich, earthy notes. Exotic cypress wood, guaiac wood, and amberwood set the tone. Bay, nutmeg, and incense layer the scent, culminating with top notes of rosemary, mandarin, and violet leaf. Fresh and bright, yet complex and deep. Minimalism with meaning.

A fragrance for modern men who appreciate the rich, happy simplicity of a minimalist lifestyle. The ease of """"less is more,"""" where the purity of single ingredients carries the intended message. A scent that celebrates introspection, for men who know exactly what they want.

Fragrance Family: Woody
Top Notes: Rosemary, mandarin, bergamot, violet leaf
Heart Notes: Bay leaves, nutmeg, incense, spearmint
Base Notes: Cypress wood, guaiac wood, amberwood, musk",Perfume & Cologne,"Men’s Fragrance, Men’s Perfume","Aerosol products,
AfterShave,
Men’s,
Men’s fragrance,
All Men’s perfume",Calvin Klein,Fragrance Direct,39.1,100ml,2015,https://static.thcdn.com/images/small/webp//productimg/512/512/13935361-1395056816335855.jpg,https://static.thcdn.com/images/small/webp//productimg/512/512/13935361-1465058627248253.jpg,https://static.thcdn.com/images/small/webp//productimg/512/512/13935361-4315058491350662.jpg,,
